Player,Team,Number,Position,Height,Weight,Last Attended,Country
ColeSwider,LAL,20,F,205.74,99.79024,Syracuse,USA
Jae'SeanTate,HOU,8,F,195.58,104.32616,Ohio State,USA
JaysonTatum,BOS,0,F-G,203.2,95.25431999999999,Duke,USA
TerryTaylor,IND,21,F,193.04,104.32616,Austin Peay,USA
GarrettTemple,NOP,41,G-F,198.12,88.45044,Louisiana State,USA
DalenTerry,CHI,25,F,200.66,88.45044,Arizona,USA
DanielTheis,IND,27,F-C,203.2,111.13004,Brose Bamberg,Germany
CamThomas,BKN,24,G,190.5,95.25431999999999,Louisiana State,Japan
KlayThompson,GSW,11,G,198.12,99.79024,Washington State,USA
JTThor,CHA,21,F,205.74,92.079176,Auburn,USA
MatisseThybulle,PHI,22,G-F,195.58,91.171992,Washington,USA
XavierTillman,MEM,2,F,200.66,111.13004,Michigan State,USA
IsaiahTodd,WAS,14,F,205.74,99.336648,NBA G League Ignite,USA
ObiToppin,NYK,1,F,205.74,99.79024,Dayton,USA
JuanToscano-Anderson,LAL,95,F,198.12,94.80072799999999,Marquette,USA
Karl-AnthonyTowns,MIN,32,C-F,213.36,112.490816,Kentucky,USA
GaryTrent Jr.,TOR,33,G-F,195.58,94.80072799999999,Duke,USA
P.J.Tucker,PHI,17,F,195.58,111.13004,Texas,USA
D'AngeloRussell,MIN,0,G,193.04,87.543256,Ohio State,USA
MattRyan,LAL,37,F,198.12,97.52228,Tennessee-Chattanooga,USA
DomantasSabonis,SAC,10,F-C,215.9,108.86207999999999,Gonzaga,Lithuania
DarioSaric,PHX,20,F-C,208.28,102.0582,Anadolu Efes,Croatia
OlivierSarr,POR,33,C,210.82,108.86207999999999,Kentucky,France
JordanSchakel,WAS,20,G,198.12,90.7184,San Diego State,USA
AdmiralSchofield,ORL,25,F,195.58,109.31567199999999,Tennessee,United Kingdom
DennisSchroder,LAL,17,G,185.42000000000002,78.017824,Braunschweig,Germany
DereonSeabron,NOP,0,G,195.58,81.64656,North Carolina State,USA
AlperenSengun,HOU,28,C,210.82,110.222856,Besiktas,Turkey
CollinSexton,UTA,2,G,187.96,86.18248,Alabama,USA
LandryShamet,PHX,14,G,193.04,86.18248,Wichita State,USA
Day'RonSharpe,BKN,20,C,205.74,120.20188,North Carolina,USA
ShaedonSharpe,POR,17,G,195.58,90.7184,Kentucky,Canada
PascalSiakam,TOR,43,F,203.2,104.32616,New Mexico State,Cameroon
BenSimmons,BKN,10,G-F,208.28,108.86207999999999,Louisiana State,Australia
MarkoSimonovic,CHI,19,C,213.36,99.79024,Mega Basket,Montenegro
AnferneeSimons,POR,1,G,190.5,82.100152,Edgewater HS (FL),USA
JerichoSims,NYK,45,C,208.28,113.398,Texas,USA
MarcusSmart,BOS,36,G,193.04,99.79024,Oklahoma State,USA
DruSmith,MIA,9,G,190.5,92.079176,Missouri,USA
IshSmith,DEN,14,G,182.88,79.3786,Wake Forest,USA
JalenSmith,IND,25,F-C,205.74,97.52228,Maryland,USA
DennisSmith Jr.,CHA,8,G,187.96,92.98636,North Carolina State,USA
JabariSmith Jr.,HOU,1,F,210.82,99.79024,Auburn,USA
JeremySochan,SAS,10,F,203.2,104.32616,Baylor,Poland
JadenSpringer,PHI,11,G,193.04,91.625584,Tennessee,USA
LamarStevens,CLE,8,F,198.12,104.32616,Penn State,USA
IsaiahStewart,DET,28,F-C,203.2,113.398,Washington,USA
MaxStrus,MIA,31,G-F,195.58,97.52228,DePaul,USA
JalenSuggs,ORL,4,G,195.58,92.98636,Gonzaga,USA
EdmondSumner,BKN,4,G,193.04,88.904032,Xavier,USA
ColeSwider,LAL,20,F,205.74,99.79024,Syracuse,USA
Jae'SeanTate,HOU,8,F,195.58,104.32616,Ohio State,USA
JaysonTatum,BOS,0,F-G,203.2,95.25431999999999,Duke,USA
TerryTaylor,IND,21,F,193.04,104.32616,Austin Peay,USA
GarrettTemple,NOP,41,G-F,198.12,88.45044,Louisiana State,USA
DalenTerry,CHI,25,F,200.66,88.45044,Arizona,USA
DanielTheis,IND,27,F-C,203.2,111.13004,Brose Bamberg,Germany
CamThomas,BKN,24,G,190.5,95.25431999999999,Louisiana State,Japan
KlayThompson,GSW,11,G,198.12,99.79024,Washington State,USA
JTThor,CHA,21,F,205.74,92.079176,Auburn,USA
MatisseThybulle,PHI,22,G-F,195.58,91.171992,Washington,USA
XavierTillman,MEM,2,F,200.66,111.13004,Michigan State,USA
IsaiahTodd,WAS,14,F,205.74,99.336648,NBA G League Ignite,USA
ObiToppin,NYK,1,F,205.74,99.79024,Dayton,USA
JuanToscano-Anderson,LAL,95,F,198.12,94.80072799999999,Marquette,USA
Karl-AnthonyTowns,MIN,32,C-F,213.36,112.490816,Kentucky,USA
GaryTrent Jr.,TOR,33,G-F,195.58,94.80072799999999,Duke,USA
P.J.Tucker,PHI,17,F,195.58,111.13004,Texas,USA
MylesTurner,IND,33,C-F,210.82,113.398,Texas,USA
JonasValanciunas,NOP,17,C,210.82,120.20188,Lietuvos rytas Vilnius,Lithuania
FredVanVleet,TOR,23,G,182.88,89.357624,Wichita State,USA
JarredVanderbilt,UTA,8,F,203.2,97.068688,Kentucky,USA
DevinVassell,SAS,24,G-F,195.58,90.7184,Florida State,USA
GabeVincent,MIA,2,G,187.96,90.7184,California-Santa Barbara,USA
NoahVonleh,BOS,4,F,208.28,116.573144,Indiana,USA
NikolaVucevic,CHI,9,C,208.28,117.93392,Southern California,Montenegro
DeanWade,CLE,32,F-C,205.74,103.418976,Kansas State,USA
FranzWagner,ORL,22,F,208.28,99.79024,Michigan,Germany
MoritzWagner,ORL,21,F-C,210.82,111.13004,Michigan,Germany
IshWainright,PHX,12,F,195.58,113.398,Baylor,USA
JabariWalker,POR,34,F,200.66,90.7184,Colorado,USA
LonnieWalker IV,LAL,4,G-F,193.04,92.532768,Miami,USA
JohnWall,LAC,11,G,190.5,95.25431999999999,Kentucky,USA
T.J.Warren,BKN,1,F,203.2,99.79024,North Carolina State,USA
P.J.Washington,CHA,25,F,200.66,104.32616,Kentucky,USA
DuaneWashington Jr.,PHX,4,G,187.96,89.357624,Ohio State,Germany
TyTyWashington Jr.,HOU,0,G,190.5,88.45044,Kentucky,USA
YutaWatanabe,BKN,18,G-F,203.2,97.52228,George Washington,Japan
LindyWaters III,OKC,12,F,198.12,95.25431999999999,Oklahoma State,USA
TrendonWatford,POR,2,F,203.2,107.501304,Louisiana State,USA
PeytonWatson,DEN,8,G,200.66,90.7184,UCLA,USA
BlakeWesley,SAS,14,G,193.04,83.91452,Notre Dame,USA
RussellWestbrook,LAL,0,G,190.5,90.7184,UCLA,USA
CobyWhite,CHI,0,G,195.58,88.45044,North Carolina,USA
DerrickWhite,BOS,9,G,193.04,86.18248,Colorado,USA
JackWhite,DEN,10,F,200.66,102.0582,Duke,Australia
AaronWiggins,OKC,21,G,195.58,86.18248,Maryland,USA
AndrewWiggins,GSW,22,F,200.66,89.357624,Kansas,Canada
AlondesWilliams,BKN,31,G,193.04,95.25431999999999,Wake Forest,USA
GrantWilliams,BOS,12,F,198.12,107.047712,Tennessee,USA
JalenWilliams,OKC,8,G-F,195.58,95.707912,Santa Clara,USA
JaylinWilliams,OKC,6,F,205.74,108.86207999999999,Arkansas,USA
KenrichWilliams,OKC,34,G-F,198.12,95.25431999999999,TCU,USA
MarkWilliams,CHA,5,C,213.36,108.86207999999999,Duke,USA
PatrickWilliams,CHI,44,F,200.66,97.52228,Florida State,USA
ZiaireWilliams,MEM,8,F,205.74,83.91452,Stanford,USA
RobertWilliams III,BOS,44,C-F,205.74,107.501304,Texas A&M,USA
VinceWilliams Jr.,MEM,5,G,193.04,92.98636,Virginia Commonwealth,USA
ZionWilliamson,NOP,1,F,198.12,128.820128,Duke,USA
DylanWindler,CLE,9,G-F,200.66,88.904032,Belmont,USA
JustiseWinslow,POR,26,F-G,198.12,100.697424,Duke,USA
JamesWiseman,GSW,33,C,213.36,108.86207999999999,Memphis,USA
ChristianWood,DAL,35,F,205.74,97.068688,UNLV,USA
DelonWright,WAS,55,G,195.58,83.91452,Utah,USA
McKinleyWright IV,DAL,25,G,180.34,87.089664,Colorado,USA
ThaddeusYoung,TOR,21,F,203.2,106.59412,Georgia Tech,USA
TraeYoung,ATL,11,G,185.42000000000002,74.389088,Oklahoma,USA
OmerYurtseven,MIA,77,C,210.82,124.7378,Georgetown,Turkey
MylesTurner,IND,33,C-F,210.82,113.398,Texas,USA
JonasValanciunas,NOP,17,C,210.82,120.20188,Lietuvos rytas Vilnius,Lithuania
FredVanVleet,TOR,23,G,182.88,89.357624,Wichita State,USA
JarredVanderbilt,UTA,8,F,203.2,97.068688,Kentucky,USA
DevinVassell,SAS,24,G-F,195.58,90.7184,Florida State,USA
GabeVincent,MIA,2,G,187.96,90.7184,California-Santa Barbara,USA
NoahVonleh,BOS,4,F,208.28,116.573144,Indiana,USA
NikolaVucevic,CHI,9,C,208.28,117.93392,Southern California,Montenegro
DeanWade,CLE,32,F-C,205.74,103.418976,Kansas State,USA
FranzWagner,ORL,22,F,208.28,99.79024,Michigan,Germany
MoritzWagner,ORL,21,F-C,210.82,111.13004,Michigan,Germany
IshWainright,PHX,12,F,195.58,113.398,Baylor,USA
JabariWalker,POR,34,F,200.66,90.7184,Colorado,USA
LonnieWalker IV,LAL,4,G-F,193.04,92.532768,Miami,USA
JohnWall,LAC,11,G,190.5,95.25431999999999,Kentucky,USA
T.J.Warren,BKN,1,F,203.2,99.79024,North Carolina State,USA
P.J.Washington,CHA,25,F,200.66,104.32616,Kentucky,USA
DuaneWashington Jr.,PHX,4,G,187.96,89.357624,Ohio State,Germany
TyTyWashington Jr.,HOU,0,G,190.5,88.45044,Kentucky,USA
YutaWatanabe,BKN,18,G-F,203.2,97.52228,George Washington,Japan
LindyWaters III,OKC,12,F,198.12,95.25431999999999,Oklahoma State,USA
TrendonWatford,POR,2,F,203.2,107.501304,Louisiana State,USA
PeytonWatson,DEN,8,G,200.66,90.7184,UCLA,USA
BlakeWesley,SAS,14,G,193.04,83.91452,Notre Dame,USA
RussellWestbrook,LAL,0,G,190.5,90.7184,UCLA,USA
CobyWhite,CHI,0,G,195.58,88.45044,North Carolina,USA
DerrickWhite,BOS,9,G,193.04,86.18248,Colorado,USA
JackWhite,DEN,10,F,200.66,102.0582,Duke,Australia
AaronWiggins,OKC,21,G,195.58,86.18248,Maryland,USA
AndrewWiggins,GSW,22,F,200.66,89.357624,Kansas,Canada
AlondesWilliams,BKN,31,G,193.04,95.25431999999999,Wake Forest,USA
GrantWilliams,BOS,12,F,198.12,107.047712,Tennessee,USA
JalenWilliams,OKC,8,G-F,195.58,95.707912,Santa Clara,USA
JaylinWilliams,OKC,6,F,205.74,108.86207999999999,Arkansas,USA
KenrichWilliams,OKC,34,G-F,198.12,95.25431999999999,TCU,USA
MarkWilliams,CHA,5,C,213.36,108.86207999999999,Duke,USA
PatrickWilliams,CHI,44,F,200.66,97.52228,Florida State,USA
ZiaireWilliams,MEM,8,F,205.74,83.91452,Stanford,USA
RobertWilliams III,BOS,44,C-F,205.74,107.501304,Texas A&M,USA
VinceWilliams Jr.,MEM,5,G,193.04,92.98636,Virginia Commonwealth,USA
ZionWilliamson,NOP,1,F,198.12,128.820128,Duke,USA
DylanWindler,CLE,9,G-F,200.66,88.904032,Belmont,USA
JustiseWinslow,POR,26,F-G,198.12,100.697424,Duke,USA
JamesWiseman,GSW,33,C,213.36,108.86207999999999,Memphis,USA
ChristianWood,DAL,35,F,205.74,97.068688,UNLV,USA
DelonWright,WAS,55,G,195.58,83.91452,Utah,USA
McKinleyWright IV,DAL,25,G,180.34,87.089664,Colorado,USA
ThaddeusYoung,TOR,21,F,203.2,106.59412,Georgia Tech,USA
TraeYoung,ATL,11,G,185.42000000000002,74.389088,Oklahoma,USA
OmerYurtseven,MIA,77,C,210.82,124.7378,Georgetown,Turkey
IvicaZubac,LAC,40,C,213.36,108.86207999999999,Mega Basket,Croatia
